temp,time_point,rep,clone,infect
25,2,6,5,0
25,2,6,4,0
25,2,6,3,0
25,2,6,2,0
25,2,6,1,0
28,2,1,12,0
28,2,1,11,1
28,2,1,10,1
28,2,1,9,0
28,2,1,8,0
28,2,1,7,0
28,2,1,6,0
28,2,1,5,0
28,2,1,4,-
28,2,1,3,0
28,2,1,2,0
28,2,1,1,-
28,2,2,12,1
28,2,2,11,-
28,2,2,10,0
28,2,2,9,0
28,2,2,8,0
28,2,2,7,-
28,2,2,6,0
28,2,2,5,0
28,2,2,4,0
28,2,2,3,0
28,2,2,2,0
28,2,2,1,-
28,2,3,12,0
28,2,3,11,0
28,2,3,10,0
28,2,3,9,0
28,2,3,8,0
28,2,3,7,0
28,2,3,6,0
28,2,3,5,0
28,2,3,4,0
28,2,3,3,0
28,2,3,2,0
28,2,3,1,0
28,2,4,12,0
28,2,4,11,0
28,2,4,10,-
28,2,4,9,0
28,2,4,8,0
28,2,4,7,0
28,2,4,6,0
28,2,4,5,0
28,2,4,4,0
28,2,4,3,0
28,2,4,2,0
28,2,4,1,0
28,2,5,12,0
28,2,5,11,0
28,2,5,10,0
28,2,5,9,0
28,2,5,8,0
28,2,5,7,0
28,2,5,6,0
28,2,5,5,0
28,2,5,4,0
28,2,5,3,0
28,2,5,2,0
28,2,5,1,0
28,2,6,12,0
28,2,6,11,0
28,2,6,10,0
28,2,6,9,0
28,2,6,8,0
28,2,6,7,0
28,2,6,6,0
28,2,6,5,0
28,2,6,4,0
28,2,6,3,0
28,2,6,2,0
28,2,6,1,0
30,2,1,12,0
30,2,1,11,0
30,2,1,10,0
30,2,1,9,0
30,2,1,8,0
30,2,1,7,0
30,2,1,6,0
30,2,1,5,0
30,2,1,4,0
30,2,1,3,0
30,2,1,2,0
30,2,1,1,0
30,2,2,12,0
30,2,2,11,0
30,2,2,10,0
30,2,2,9,0
30,2,2,8,0
30,2,2,7,0
30,2,2,6,0
30,2,2,5,0
30,2,2,4,0
30,2,2,3,1
30,2,2,2,0
30,2,2,1,0
30,2,3,12,1
30,2,3,11,1
30,2,3,10,1
30,2,3,9,0
30,2,3,8,1
30,2,3,7,1
30,2,3,6,1
30,2,3,5,1
30,2,3,4,1
30,2,3,3,1
30,2,3,2,1
30,2,3,1,1
30,2,4,12,0
30,2,4,11,0
30,2,4,10,0
30,2,4,9,0
30,2,4,8,0
30,2,4,7,0
30,2,4,6,0
30,2,4,5,0
30,2,4,4,0
30,2,4,3,0
30,2,4,2,0
30,2,4,1,0
30,2,5,12,0
30,2,5,11,0
30,2,5,10,0
30,2,5,9,0
30,2,5,8,1
30,2,5,7,-
30,2,5,6,0
30,2,5,5,0
30,2,5,4,0
30,2,5,3,0
30,2,5,2,0
30,2,5,1,0
30,2,6,12,0
30,2,6,11,0
30,2,6,10,0
30,2,6,9,0
30,2,6,8,0
30,2,6,7,0
30,2,6,6,0
30,2,6,5,0
30,2,6,4,0
30,2,6,3,0
30,2,6,2,0
30,2,6,1,0
33,2,1,12,-
33,2,1,11,-
33,2,1,10,1
33,2,1,9,-
33,2,1,8,1
33,2,1,7,-
33,2,1,6,1
33,2,1,5,-
33,2,1,4,1
33,2,1,3,1
33,2,1,2,1
33,2,1,1,1
33,2,2,12,1
33,2,2,11,1
33,2,2,10,1
33,2,2,9,1
33,2,2,8,1
33,2,2,7,1
33,2,2,6,1
33,2,2,5,1
33,2,2,4,1
33,2,2,3,1
33,2,2,2,1
33,2,2,1,1
33,2,3,12,1
33,2,3,11,1
33,2,3,10,1
33,2,3,9,1
33,2,3,8,1
33,2,3,7,-
33,2,3,6,1
33,2,3,5,-
33,2,3,4,1
33,2,3,3,1
33,2,3,2,1
33,2,3,1,1
33,2,4,12,1
33,2,4,11,1
33,2,4,10,1
33,2,4,9,1
33,2,4,8,1
33,2,4,7,1
33,2,4,6,1
33,2,4,5,1
33,2,4,4,1
33,2,4,3,1
33,2,4,2,1
33,2,4,1,1
33,2,5,12,1
33,2,5,11,1
33,2,5,10,1
33,2,5,9,1
33,2,5,8,1
33,2,5,7,1
33,2,5,6,1
33,2,5,5,1
33,2,5,4,1
33,2,5,3,1
33,2,5,2,1
33,2,5,1,1
33,2,6,12,1
33,2,6,11,1
33,2,6,10,1
33,2,6,9,1
33,2,6,8,1
33,2,6,7,1
33,2,6,6,-
33,2,6,5,1
33,2,6,4,1
33,2,6,3,1
33,2,6,2,1
33,2,6,1,1
35,2,1,12,1
35,2,1,11,1
35,2,1,10,1
35,2,1,9,1
35,2,1,8,1
35,2,1,7,1
35,2,1,6,1
35,2,1,5,1
35,2,1,4,1
35,2,1,3,1
35,2,1,2,1
35,2,1,1,1
35,2,2,12,1
35,2,2,11,1
35,2,2,10,1
35,2,2,9,1
35,2,2,8,1
35,2,2,7,1
35,2,2,6,1
35,2,2,5,1
35,2,2,4,1
35,2,2,3,1
35,2,2,2,1
35,2,2,1,1
35,2,3,12,1
35,2,3,11,1
35,2,3,10,1
35,2,3,9,1
35,2,3,8,1
35,2,3,7,1
35,2,3,6,1
35,2,3,5,1
35,2,3,4,1
35,2,3,3,1
35,2,3,2,1
35,2,3,1,1
35,2,4,12,1
35,2,4,11,1
35,2,4,10,1
35,2,4,9,1
35,2,4,8,1
35,2,4,7,1
35,2,4,6,1
35,2,4,5,1
35,2,4,4,1
35,2,4,3,1
35,2,4,2,1
35,2,4,1,1
35,2,5,12,1
35,2,5,11,1
35,2,5,10,1
35,2,5,9,1
35,2,5,8,1
35,2,5,7,1
35,2,5,6,1
35,2,5,5,1
35,2,5,4,0
35,2,5,3,1
35,2,5,2,1
35,2,5,1,1
35,2,6,12,1
35,2,6,11,1
35,2,6,10,1
35,2,6,9,1
35,2,6,8,1
35,2,6,7,1
35,2,6,6,1
35,2,6,5,1
35,2,6,4,1
35,2,6,3,1
35,2,6,2,1
35,2,6,1,1
37,2,1,12,1
37,2,1,11,1
37,2,1,10,1
37,2,1,9,1
37,2,1,8,1
37,2,1,7,1
37,2,1,6,1
37,2,1,5,1
37,2,1,4,1
37,2,1,3,1
37,2,1,2,1
37,2,1,1,1
37,2,2,12,1
37,2,2,11,1
37,2,2,10,1
37,2,2,9,1
37,2,2,8,1
37,2,2,7,1
37,2,2,6,1
37,2,2,5,1
37,2,2,4,1
37,2,2,3,1
37,2,2,2,1
37,2,2,1,1
37,2,3,12,1
37,2,3,11,1
37,2,3,10,1
37,2,3,9,1
37,2,3,8,1
37,2,3,7,1
37,2,3,6,1
37,2,3,5,1
37,2,3,4,1
37,2,3,3,1
37,2,3,2,1
37,2,3,1,1
37,2,4,12,1
37,2,4,11,1
37,2,4,10,1
37,2,4,9,1
37,2,4,8,1
37,2,4,7,1
37,2,4,6,1
37,2,4,5,1
37,2,4,4,1
37,2,4,3,1
37,2,4,2,1
37,2,4,1,1
37,2,5,12,1
37,2,5,11,1
37,2,5,10,1
37,2,5,9,1
37,2,5,8,1
37,2,5,7,1
37,2,5,6,1
37,2,5,5,1
37,2,5,4,1
37,2,5,3,1
37,2,5,2,1
37,2,5,1,1
37,2,6,12,1
37,2,6,11,1
37,2,6,10,1
37,2,6,9,1
37,2,6,8,1
37,2,6,7,1
37,2,6,6,1
37,2,6,5,1
37,2,6,4,1
37,2,6,3,1
37,2,6,2,1
37,2,6,1,1
15,3,1,12,0
15,3,1,11,0
15,3,1,10,0
15,3,1,9,0
15,3,1,8,0
15,3,1,7,0
15,3,1,6,0
15,3,1,5,0
15,3,1,4,0
15,3,1,3,1
15,3,1,2,0
15,3,1,1,0
15,3,2,12,0
15,3,2,11,0
15,3,2,10,0
15,3,2,9,0
15,3,2,8,0
15,3,2,7,0
15,3,2,6,0
15,3,2,5,0
15,3,2,4,0
15,3,2,3,0
15,3,2,2,0
15,3,2,1,0
15,3,3,12,0
15,3,3,11,0
15,3,3,10,0
15,3,3,9,0
15,3,3,8,0
15,3,3,7,0
15,3,3,6,0
15,3,3,5,0
15,3,3,4,0
15,3,3,3,0
15,3,3,2,0
15,3,3,1,-
15,3,4,12,-
15,3,4,11,0
15,3,4,10,0
15,3,4,9,-
15,3,4,8,0
15,3,4,7,0
15,3,4,6,0
15,3,4,5,0
15,3,4,4,0
15,3,4,3,-
15,3,4,2,0
15,3,4,1,-
15,3,5,12,0
15,3,5,11,0
15,3,5,10,0
15,3,5,9,0
15,3,5,8,0
15,3,5,7,0
15,3,5,6,0
15,3,5,5,0
15,3,5,4,0
15,3,5,3,0
15,3,5,2,0
15,3,5,1,0
15,3,6,12,0
15,3,6,11,0
15,3,6,10,0
15,3,6,9,0
15,3,6,8,0
15,3,6,7,0
15,3,6,6,0
15,3,6,5,0
15,3,6,4,0
15,3,6,3,0
15,3,6,2,0
15,3,6,1,0
20,3,1,12,-
20,3,1,11,0
20,3,1,10,0
20,3,1,9,0
20,3,1,8,0
20,3,1,7,0
20,3,1,6,0
20,3,1,5,0
20,3,1,4,0
20,3,1,3,0
20,3,1,2,0
20,3,1,1,0
20,3,2,12,0
20,3,2,11,0
20,3,2,10,0
20,3,2,9,0
20,3,2,8,0
20,3,2,7,0
20,3,2,6,0
20,3,2,5,0
20,3,2,4,0
20,3,2,3,0
20,3,2,2,0
20,3,2,1,0
20,3,3,12,0
20,3,3,11,0
20,3,3,10,0
20,3,3,9,0
20,3,3,8,0
20,3,3,7,0
20,3,3,6,0
20,3,3,5,0
20,3,3,4,0
20,3,3,3,0
20,3,3,2,0
20,3,3,1,0
20,3,4,12,0
20,3,4,11,0
20,3,4,10,0
20,3,4,9,0
20,3,4,8,0
20,3,4,7,0
20,3,4,6,0
20,3,4,5,0
20,3,4,4,0
20,3,4,3,0
20,3,4,2,0
20,3,4,1,0
20,3,5,12,0
20,3,5,11,0
20,3,5,10,0
20,3,5,9,0
20,3,5,8,0
20,3,5,7,0
20,3,5,6,0
20,3,5,5,0
20,3,5,4,0
20,3,5,3,0
20,3,5,2,0
20,3,5,1,0
20,3,6,12,0
20,3,6,11,0
20,3,6,10,0
20,3,6,9,0
20,3,6,8,0
20,3,6,7,0
20,3,6,6,0
20,3,6,5,0
20,3,6,4,0
20,3,6,3,0
20,3,6,2,0
20,3,6,1,0
25,3,1,12,1
25,3,1,11,1
25,3,1,10,1
25,3,1,9,0
25,3,1,8,1
25,3,1,7,0
25,3,1,6,0
25,3,1,5,1
25,3,1,4,1
25,3,1,3,0
25,3,1,2,0
25,3,1,1,-
25,3,2,12,0
25,3,2,11,0
25,3,2,10,1
25,3,2,9,0
25,3,2,8,0
25,3,2,7,1
25,3,2,6,0
25,3,2,5,0
25,3,2,4,0
25,3,2,3,0
25,3,2,2,0
25,3,2,1,0
25,3,3,12,0
25,3,3,11,1
25,3,3,10,0
25,3,3,9,0
25,3,3,8,0
25,3,3,7,0
25,3,3,6,1
25,3,3,5,0
25,3,3,4,0
25,3,3,3,0
25,3,3,2,0
25,3,3,1,0
25,3,4,12,0
25,3,4,11,0
25,3,4,10,1
25,3,4,9,1
25,3,4,8,0
25,3,4,7,1
25,3,4,6,0
25,3,4,5,-
25,3,4,4,-
25,3,4,3,0
25,3,4,2,0
25,3,4,1,-
25,3,5,12,0
25,3,5,11,-
25,3,5,10,0
25,3,5,9,0
25,3,5,8,0
25,3,5,7,1
25,3,5,6,-
25,3,5,5,1
25,3,5,4,1
25,3,5,3,0
25,3,5,2,1
25,3,5,1,0
25,3,6,12,0
25,3,6,11,0
25,3,6,10,0
25,3,6,9,1
25,3,6,8,0
25,3,6,7,0
25,3,6,6,0
25,3,6,5,1
25,3,6,4,0
25,3,6,3,0
25,3,6,2,0
25,3,6,1,0
28,3,1,12,1
28,3,1,11,0
28,3,1,10,0
28,3,1,9,0
28,3,1,8,0
28,3,1,7,0
28,3,1,6,0
28,3,1,5,0
28,3,1,4,1
28,3,1,3,0
28,3,1,2,0
28,3,1,1,0
28,3,2,12,0
28,3,2,11,1
28,3,2,10,0
28,3,2,9,1
28,3,2,8,1
28,3,2,7,1
28,3,2,6,1
28,3,2,5,1
28,3,2,4,1
28,3,2,3,1
28,3,2,2,0
28,3,2,1,1
28,3,3,12,0
28,3,3,11,0
28,3,3,10,1
